PROGRESSIVO;CITTADINANZA_DESC;TIPO_CITTADINANZA_DESC;FACOLTA_DESC;CDS_DESC;TIPO_CORSO_DES;TipoAbbomanento;COMUNE_RESIDENZA_DESC;PROVINCIA_RESIDENZA_DESC;REGIONE_RESIDENZA_DESC;NAZIONE_RESIDENZA_DESC
4986;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;Baone;Padova;Veneto;ITALIA
4987;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
4988;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Tione di Trento;Trento;Trentino Alto Adige;ITALIA
4989;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Vignola-Falesina;Trento;Trentino Alto Adige;ITALIA
4990;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Gestione delle organizzazioni e del territorio;Corso di Laurea Magistrale;OldSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
4991;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Cavaion Veronese;Verona;Veneto;ITALIA
4992;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Stenico;Trento;Trentino Alto Adige;ITALIA
4993;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Roverchiara;Verona;Veneto;ITALIA
4994;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Cavareno;Trento;Trentino Alto Adige;ITALIA
4995;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Bolzano;Bolzano;Trentino Alto Adige;ITALIA
4996;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
4997;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Sarnonico;Trento;Trentino Alto Adige;ITALIA
4998;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Isola della Scala;Verona;Veneto;ITALIA
4999;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Villafranca di Verona;Verona;Veneto;ITALIA
5000;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Belluno;Belluno;Veneto;ITALIA
5001;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;San Michele All'Adige;Trento;Trentino Alto Adige;ITALIA
5002;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Thiene;Vicenza;Veneto;ITALIA
5003;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Treviso;Treviso;Veneto;ITALIA
5004;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Zane';Vicenza;Veneto;ITALIA
5005;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Lonigo;Vicenza;Veneto;ITALIA
5006;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;BIOTECNOLOGIE CELLULARI E MOLECOLARI;Corso di Laurea Magistrale;OldSmartCard;San Giovanni In Persiceto;Bologna;Emilia-Romagna;ITALIA
5007;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Nervesa della Battaglia;Treviso;Veneto;ITALIA
5008;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Bleggio Superiore;Trento;Trentino Alto Adige;ITALIA
5009;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5010;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OldSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
5011;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;BIOTECNOLOGIE CELLULARI E MOLECOLARI;Corso di Laurea Magistrale;OldSmartCard;Fabriano;Ancona;Marche;ITALIA
5012;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;San Giorgio di Mantova;Mantova;Lombardia;ITALIA
5013;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
5014;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Solagna;Vicenza;Veneto;ITALIA
5015;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Bolzano;Bolzano;Trentino Alto Adige;ITALIA
5016;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;BIOTECNOLOGIE CELLULARI E MOLECOLARI;Corso di Laurea Magistrale;OldSmartCard;Milano;Milano;Lombardia;ITALIA
5017;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;MADRUZZO;Trento;Trentino Alto Adige;ITALIA
5018;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Mezzocorona;Trento;Trentino Alto Adige;ITALIA
5019;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria Elettronica e delle Telecomunicazioni;Corso di Laurea;OpenMove;Albiano;Trento;Trentino Alto Adige;ITALIA
5020;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;NewSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
5021;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Bardolino;Verona;Veneto;ITALIA
5022;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;BIOTECNOLOGIE CELLULARI E MOLECOLARI;Corso di Laurea Magistrale;OpenMove;Locorotondo;Bari;Puglia;ITALIA
5023;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Salerno;Salerno;Campania;ITALIA
5024;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Imer;Trento;Trentino Alto Adige;ITALIA
5025;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
5026;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Neviano;Lecce;Puglia;ITALIA
5027;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
5028;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
5029;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Vigo Rendena;Trento;Trentino Alto Adige;ITALIA
5030;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;NewSmartCard;Scheggia e Pascelupo;Perugia;Umbria;ITALIA
5031;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Legnago;Verona;Veneto;ITALIA
5032;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;NewSmartCard;Canazei;Trento;Trentino Alto Adige;ITALIA
5033;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Tezze Sul Brenta;Vicenza;Veneto;ITALIA
5034;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Verona;Verona;Veneto;ITALIA
5035;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;PREDAIA;Trento;Trentino Alto Adige;ITALIA
5036;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Scienze storiche;Corso di Laurea Magistrale;OldSmartCard;Sarego;Vicenza;Veneto;ITALIA
5037;ARGENTINA;Extracomunitaria;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Calliano;Trento;Trentino Alto Adige;ITALIA
5038;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Trieste;Trieste;Friuli Venezia Giulia;ITALIA
5039;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5040;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Belluno;Belluno;Veneto;ITALIA
5041;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Sarnonico;Trento;Trentino Alto Adige;ITALIA
5042;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OpenMove;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
5043;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
5044;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Calvene;Vicenza;Veneto;ITALIA
5045;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Lavis;Trento;Trentino Alto Adige;ITALIA
5046;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Conegliano;Treviso;Veneto;ITALIA
5047;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Villimpenta;Mantova;Lombardia;ITALIA
5048;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OpenMove;Caprino Veronese;Verona;Veneto;ITALIA
5049;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OldSmartCard;Cles;Trento;Trentino Alto Adige;ITALIA
5050;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OpenMove;Sernio;Sondrio;Lombardia;ITALIA
5051;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5052;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Pinzolo;Trento;Trentino Alto Adige;ITALIA
5053;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5054;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Brescia;Brescia;Lombardia;ITALIA
5055;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Ala;Trento;Trentino Alto Adige;ITALIA
5056;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Acireale;Catania;Sicilia;ITALIA
5057;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Schio;Vicenza;Veneto;ITALIA
5058;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;CONTA';Trento;Trentino Alto Adige;ITALIA
5059;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Cittadella;Padova;Veneto;ITALIA
5060;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;NewSmartCard;Dolce';Verona;Veneto;ITALIA
5061;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OpenMove;Livo;Trento;Trentino Alto Adige;ITALIA
5062;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Grezzana;Verona;Veneto;ITALIA
5063;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Castelfranco Veneto;Treviso;Veneto;ITALIA
5064;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Avio;Trento;Trentino Alto Adige;ITALIA
5065;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
5066;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Villafranca di Verona;Verona;Veneto;ITALIA
5067;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Mezzolombardo;Trento;Trentino Alto Adige;ITALIA
5068;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Pont-Canavese;Torino;Piemonte;ITALIA
5069;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Folgaria;Trento;Trentino Alto Adige;ITALIA
5070;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Volano;Trento;Trentino Alto Adige;ITALIA
5071;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;LEDRO;Trento;Trentino Alto Adige;ITALIA
5072;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5073;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OpenMove;Ala;Trento;Trentino Alto Adige;ITALIA
5074;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OldSmartCard;Baselga di Pine';Trento;Trentino Alto Adige;ITALIA
5075;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;SAN LORENZO DORSINO;Trento;Trentino Alto Adige;ITALIA
5076;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Bedollo;Trento;Trentino Alto Adige;ITALIA
5077;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;NewSmartCard;Ponte San Nicolò;Padova;Veneto;ITALIA
5078;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Bardolino;Verona;Veneto;ITALIA
5079;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Meccatronica;Corso di Laurea Magistrale;OpenMove;Vicenza;Vicenza;Veneto;ITALIA
5080;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Cisano Bergamasco;Bergamo;Lombardia;ITALIA
5081;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;CASTEL IVANO;Trento;Trentino Alto Adige;ITALIA
5082;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Bergamo;Bergamo;Lombardia;ITALIA
5083;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Lumezzane;Brescia;Lombardia;ITALIA
5084;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Città di Castello;Perugia;Umbria;ITALIA
5085;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Rovereto;Trento;Trentino Alto Adige;ITALIA
5086;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
5087;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
5088;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;NewSmartCard;Porcia;Pordenone;Friuli Venezia Giulia;ITALIA
5089;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
5090;ROMANIA;Comunitaria;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
5091;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Ton;Trento;Trentino Alto Adige;ITALIA
5092;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5093;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Villafranca di Verona;Verona;Veneto;ITALIA
5094;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5095;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
5096;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
5097;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Marostica;Vicenza;Veneto;ITALIA
5098;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Santeramo In Colle;Bari;Puglia;ITALIA
5099;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Samone;Trento;Trentino Alto Adige;ITALIA
5100;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Volano;Trento;Trentino Alto Adige;ITALIA
5101;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;NewSmartCard;Sassari;Sassari;Sardegna;ITALIA
5102;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Valdagno;Vicenza;Veneto;ITALIA
5103;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
5104;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Pescantina;Verona;Veneto;ITALIA
5105;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Vezzano;Trento;Trentino Alto Adige;ITALIA
5106;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Ponte Nelle Alpi;Belluno;Veneto;ITALIA
5107;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OpenMove;Borgo Valsugana;Trento;Trentino Alto Adige;ITALIA
5108;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
5109;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OldSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
5110;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
5111;PAKISTAN;Extracomunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
5112;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;ALTAVALLE ;Trento;Trentino Alto Adige;ITALIA
5113;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
5114;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Borso del Grappa;Treviso;Veneto;ITALIA
5115;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;NewSmartCard;Castelbelforte;Mantova;Lombardia;ITALIA
5116;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Livigno;Sondrio;Lombardia;ITALIA
